periods_n,posts_total,vol_tv_mean,vol_tv_p90,turn_rate,entropy_mean,hhi_mean,top1_mean
4,828,0.2791463387161918,0.348299813394153,0.3333333333333333,2.670656430403881,0.10237611290684505,0.22900537762556267
14,864,0.5267921146426944,0.8210663598005371,0.8461538461538461,2.3733207449322653,0.1544167953891567,0.2579206897815663
2,975,0.3574285714285714,0.3574285714285714,1,2.9187099847615467,0.08037102040816327,0.18828571428571428
25,813,0.4507442138908369,0.6863214487832484,0.625,1.3507489803705195,0.35436730672198585,0.4847759897147222
23,782,0.3550303556426997,0.5564901850068091,0.3181818181818182,1.3972346915897496,0.3557699107173686,0.504819600180285
12,256,0.5325339479441475,0.8125,0.5454545454545454,1.0236760368167148,0.4857411564572889,0.5919333649262511
9,153,0.09770622895622896,0.21499999999999997,0,0.17390934217002954,0.902123863652109,0.9408342686120464
32,673,0.4054724569070093,0.6175115207373272,0.4838709677419355,1.311518175501461,0.3464006255295262,0.4767612679923797
24,1012,0.22169207117253295,0.34375624375624375,0.391304347826087,1.3544026708634025,0.30313115628660664,0.4242246984690224
5,831,0.3551085673995626,0.5191720762158348,0.25,1.80417389924474,0.23370056397102162,0.3633856023281627
8,754,0.2424396637303208,0.3580841484241578,0,1.5162705654250317,0.30259019524085196,0.4626867039130052
18,406,0.4939080854277718,0.6015530285787122,0.7647058823529411,1.7906859374424746,0.22339893500276395,0.3540634372173447
35,906,0.2823420406837163,0.442540494458653,0.3235294117647059,1.0771174681490905,0.4182136291687441,0.5527118665074008
36,722,0.44130641838524076,0.5813151760520182,0.6285714285714286,1.3218872344434776,0.35400453834195234,0.4827306001345239
22,744,0.25320784270425534,0.35745422842197033,0.09523809523809523,1.287034409605644,0.3666570543172083,0.5281990723847286
5,287,0.3936421571371137,0.4597598122440827,1,2.249571331890066,0.15082537185671246,0.27390207748242307
13,834,0.2585067778151298,0.31834916351166886,0.16666666666666666,1.8453671863458703,0.22667719261573327,0.38354548070707484
4,909,0.2600703625000889,0.2784874289470073,0,2.708322013062263,0.08642834470857466,0.17681372101925613
11,997,0.5149235180192961,0.6737437302082611,0.9,2.444328489649879,0.14234287759767006,0.24769306848047037
8,880,0.35268156204428636,0.5464285714285715,0.2857142857142857,2.3824398245020437,0.14300406501494753,0.27185082951168
21,828,0.35807826806595944,0.586406015037594,0.4,1.0333644178865329,0.4783903926055362,0.6170441238224992
14,550,0.17957978715607947,0.2951359751359752,0,0.6032748266198159,0.6982726504597554,0.8155246319199545
2,969,0.28530320044918583,0.28530320044918583,1,2.5292803539160564,0.12474530678242102,0.26450642195395846
6,155,0.5324684687162001,0.5869328493647913,0.8,2.375044440974851,0.11021471826685121,0.19822659443802818
6,887,0.383282762997034,0.4342960400594522,1,2.9588052057564624,0.07124689537777835,0.15687785747878868
23,686,0.525962112246222,0.7129870129870131,0.6363636363636364,2.0081915702103577,0.2191898106018418,0.3216722261246079
18,935,0.29964117577107063,0.5102272727272728,0.47058823529411764,1.8796288754296155,0.21480679287600604,0.3310475972018964
24,986,0.44997350849289186,0.5776190476190476,0.782608695652174,1.7743218590927399,0.24304247440878532,0.39167801599727153
4,984,0.2994362354692279,0.4117974016900596,0.3333333333333333,2.6385435295455344,0.0912364928701287,0.1622782611612214
5,939,0.28593085313617633,0.3472834142273306,0.5,2.695679662958922,0.10197381626056697,0.20766271212088702
5,996,0.21883307656479523,0.25036508903299776,0,2.6065560523466433,0.10405977357144595,0.22311955859696891
20,595,0.5472627107635809,0.7172146807440926,0.8421052631578947,2.1508778345917947,0.14928050119196304,0.2536179650797433
8,818,0.313307462926517,0.44408740730074153,0.5714285714285714,2.3554172260385444,0.13598593457031133,0.26504720731742987
21,984,0.48506260262305545,0.6896171083937365,0.55,1.845145928949271,0.24032557144811262,0.38760808064326085
29,808,0.5572633885269631,0.7300755413798892,0.75,2.319495513682023,0.128538771267673,0.2276750206462266
11,771,0.1508378878481496,0.21565359209535992,0,0.6064710376246748,0.7196389221910084,0.8339213786673699
13,345,0.4040980586756792,0.8013157894736843,0.5,1.1487390238178183,0.41508115428129105,0.5405292091455464
