period,posts_n,top_topic,top1_share,entropy,hhi,vol_tv,vol_js,turn_top1
2020/8/1,47,12,0.23404255319148937,2.3036568527524595,0.13807152557718425,0.603023516237402,0.32568867552525615,1
2020/9/1,43,12,0.16279069767441862,2.428984083444517,0.10546241211465657,0.3725878278080158,0.1902289909240514,0
2020/10/1,26,21,0.34615384615384615,2.0079295385860707,0.1863905325443787,0.38998211091234347,0.1649341285175143,1
2020/11/1,13,28,0.38461538461538464,1.7326587201992072,0.21893491124260359,0.5384615384615385,0.22296640294291026,1
2022/7/1,15,13,0.9333333333333333,0.24493002679463532,0.8755555555555556,1,0.693147180418486,1
2023/10/1,35,7,0.8857142857142857,0.355382896246011,0.7975510204081633,0.9333333333333333,0.5723667295951611,1
2023/11/1,10,7,0.4,1.7480673485460891,0.22000000000000006,0.5,0.22055673897633316,0
2023/12/1,13,7,0.6153846153846154,1.1786549963416462,0.4201183431952663,0.42307692307692313,0.20708954031934973,0
2024/4/1,14,7,0.8571428571428571,0.509137344082687,0.7448979591836733,0.3846153846153846,0.1927760264643615,0
2024/5/1,15,7,0.6666666666666666,1.0805738483648537,0.4755555555555555,0.33333333333333337,0.1710030225541512,0
2024/7/1,10,7,0.7,0.9404479886553263,0.5199999999999999,0.26666666666666666,0.16361557371376617,0
2024/8/1,10,7,0.8,0.639031859650177,0.6600000000000001,0.20000000000000007,0.10563998047694617,0
2024/9/1,10,7,0.4,1.6094379124341003,0.24000000000000005,0.6000000000000001,0.3112386794829051,0
2024/11/1,10,7,0.8,0.5004024235381879,0.6800000000000002,0.6,0.3112386794950296,0
2024/12/1,13,7,0.8461538461538461,0.5359610497090694,0.727810650887574,0.19999999999999998,0.1229572825682689,0
2025/1/1,14,7,0.8571428571428571,0.509137344082687,0.7448979591836734,0.0824175824175824,0.0514833743892148,0
2025/2/1,12,7,0.9166666666666666,0.2868359830561607,0.8472222222222221,0.14285714285714285,0.0788910999603762,0
2025/4/1,12,7,0.9166666666666666,0.2868359830561607,0.8472222222222221,0.08333333333333333,0.0577622650195918,0
2025/6/1,13,7,0.6153846153846154,1.1786549963416462,0.4201183431952663,0.3846153846153846,0.17708762791526883,0
